CustomerID,TenureMonths,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,TechSupportTickets,DaysSinceLastLogin,DiscountUsed,Churn,FutureLTV_12M,TicketPerMonth,AvgHistoricalMonthlySpend,ChargeRatio,InactivityRiskIndex,log_TotalCharges,log_MonthlyCharges,log_FutureLTV_12M
CUST-1012,64,Month-to-Month,Bank Transfer,22.24,1363.57,2,17,1,1,27.77,0.03125,21.30578125,1.0438481339425185,34,7.2185946396753495,3.1458749319837103,3.3593331775634567
CUST-1013,60,Month-to-Month,Credit Card,79.99,4699.5,2,40,0,1,133.54,0.03333333333333333,78.325,1.02125758059368,80,8.455424165018606,4.3943256902608985,4.90186155259746
CUST-1014,21,One Year,Electronic Check,89.54,1841.24,3,16,0,1,105.33,0.14285714285714285,87.67809523809524,1.021235688992201,48,7.518737501487445,4.505791742007813,4.666547465662995
CUST-1015,33,One Year,Electronic Check,102.55,3432.41,0,10,0,0,1162.71,0.0,104.01242424242423,0.9859399081112106,10,8.141309215397392,4.640054587841593,7.059368456357165
CUST-1016,58,One Year,Bank Transfer,25.6,1416.23,1,0,0,0,265.33,0.017241379310344827,24.417758620689657,1.0484172768547482,0,7.256459541268537,3.2809112157876537,5.584736141375288
CUST-1017,22,Month-to-Month,Electronic Check,68.01,1507.47,1,16,1,1,43.4,0.045454545454545456,68.52136363636363,0.992537164918705,16,7.318851171096091,4.234251421632511,3.7932394694381792
CUST-1018,49,Month-to-Month,Bank Transfer,73.54,3555.58,1,35,0,1,84.2,0.02040816326530612,72.56285714285714,1.0134661574201678,35,8.176554687945607,4.311335894051113,4.44500143383527
CUST-1019,59,Month-to-Month,Electronic Check,36.91,2274.11,0,35,1,1,48.45,0.0,38.5442372881356,0.9576009955543046,35,7.729783681864499,3.635214929528243,3.900962058068721
CUST-1020,42,One Year,Mailed Check,52.24,2101.47,2,8,1,0,539.41,0.047619047619047616,50.035,1.0440691515938845,16,7.650868123017599,3.974809993526911,6.292328110726083
CUST-1021,60,Month-to-Month,Bank Transfer,64.02,3976.34,0,44,0,1,55.28,0.0,66.27233333333334,0.9660139726482141,44,8.28836853313006,4.174694914875759,4.030339232246188
CUST-1022,15,Month-to-Month,Bank Transfer,103.32,1585.59,0,27,0,1,155.82,0.0,105.70599999999999,0.9774279605698826,27,7.369342338062209,4.647463098178343,5.055098650802776
CUST-1023,62,Two Year,Credit Card,112.94,6971.82,2,32,0,0,1544.29,0.03225806451612903,112.44870967741934,1.0043690169855217,64,8.849775013034392,4.735671994052249,7.342966873983352
CUST-1024,62,Month-to-Month,Credit Card,82.84,5126.72,4,2,0,1,119.87,0.06451612903225806,82.68903225806451,1.0018257287310406,8,8.542416394925665,4.428910220572732,4.794715587871366
CUST-1025,47,Two Year,Bank Transfer,59.49,2551.93,0,7,1,0,760.15,0.0,54.2963829787234,1.0956530939328275,7,7.844996998142513,4.102478062118823,6.634830447505263
CUST-1026,62,Month-to-Month,Bank Transfer,45.4,2934.52,3,5,0,1,74.52,0.04838709677419355,47.33096774193548,0.9592028679307008,15,7.98463988863041,3.8372994592322094,4.324397521837245
CUST-1027,51,One Year,Electronic Check,118.21,5522.54,1,5,1,0,1504.22,0.0196078431372549,108.28509803921568,1.0916552890517768,5,8.616774238071208,4.78088664372991,7.3166943459018015
CUST-1028,55,Month-to-Month,Mailed Check,118.3,6405.55,1,28,1,1,159.92,0.01818181818181818,116.46454545454546,1.0157597708237387,28,8.765076183492656,4.78164132910387,5.080907347081587
CUST-1029,64,Two Year,Electronic Check,112.5,6836.48,1,36,0,0,1188.34,0.015625,106.82,1.053173563003183,36,8.830174521680254,4.7318028369214575,7.081153810397246
CUST-1030,3,Month-to-Month,Credit Card,98.57,285.21,2,11,1,1,178.04,0.6666666666666666,95.07,1.0368149784369411,22,5.65672580711292,4.600860914399993,5.187609244563615
CUST-1031,51,Month-to-Month,Electronic Check,52.58,2658.86,0,8,1,1,95.6,0.0,52.134509803921574,1.0085450155329727,8,7.886028768811707,3.9811758641164627,4.570578741218473
CUST-1032,7,Month-to-Month,Mailed Check,101.7,737.76,3,40,1,1,103.29,0.42857142857142855,105.39428571428572,0.9649479505530254,120,6.60497310500771,4.631812116934513,4.6471754801331215
CUST-1033,21,Month-to-Month,Electronic Check,60.88,1238.38,1,18,0,1,38.82,0.047619047619047616,58.9704761904762,1.0323810139052632,18,7.1223665335574005,4.125197025704866,3.6843692986360503
CUST-1034,39,Month-to-Month,Bank Transfer,52.68,2153.46,6,16,0,1,39.58,0.15384615384615385,55.21692307692308,0.9540553342063469,96,7.675295391091019,3.9830404926634264,3.7032753343976688
CUST-1035,18,Two Year,Credit Card,94.49,1681.98,2,43,0,0,1065.27,0.1111111111111111,93.44333333333333,1.0112010844362003,86,7.428321310578901,4.559021529962111,6.971921855957054
CUST-1036,4,Month-to-Month,Electronic Check,27.97,103.39,0,31,0,1,37.66,0.0,25.8475,1.082116258825805,31,4.648133885420207,3.366260811781259,3.654805473780185
CUST-1037,60,One Year,Credit Card,24.86,1384.95,2,34,1,1,36.92,0.03333333333333333,23.0825,1.0770063901223872,68,7.234141104063053,3.2526973733437115,3.6354786773868213
CUST-1038,14,One Year,Electronic Check,64.8,913.93,1,13,1,1,64.61,0.07142857142857142,65.28071428571428,0.9926361975205978,13,6.818847559616797,4.186619838331271,4.1837281233567865
CUST-1039,9,One Year,Mailed Check,64.56,527.33,0,15,1,0,758.26,0.0,58.592222222222226,1.1018527297896952,15,6.269721088475103,4.182965753875629,6.632344274731451
CUST-1040,53,Month-to-Month,Credit Card,109.56,5644.39,2,20,0,1,208.89,0.03773584905660377,106.4979245283019,1.0287524426908843,40,8.638594561885538,4.70555836001936,5.346583583957525
CUST-1041,2,Month-to-Month,Electronic Check,32.62,60.17,5,11,0,1,48.21,2.5,30.085,1.0842612597640018,55,4.113656873254474,3.5151211279804695,3.8960968548778867
CUST-1042,60,One Year,Credit Card,32.33,1871.87,1,23,1,1,23.85,0.016666666666666666,31.19783333333333,1.036289913295261,23,7.535227292667426,3.506457892319648,3.2128577525426376
CUST-1043,71,Two Year,Electronic Check,34.75,2498.06,1,33,0,0,450.11,0.014084507042253521,35.18394366197183,0.9876664291490196,33,7.823669940150568,3.5765502691400166,6.111711212202338
CUST-1044,44,Month-to-Month,Electronic Check,22.97,979.17,0,7,0,1,30.16,0.0,22.253863636363636,1.032180315981903,7,6.887726026008298,3.176803048446293,3.4391352210025476
CUST-1045,8,Month-to-Month,Credit Card,27.17,200.95,6,43,0,1,49.07,0.75,25.11875,1.0816621050012443,258,5.308020142009422,3.338257581888281,3.9134220263418533
CUST-1046,47,Month-to-Month,Electronic Check,85.99,3790.1,1,20,0,1,88.18,0.02127659574468085,80.64042553191489,1.0663386190337987,20,8.240411493432745,4.46579316951945,4.49065679919933
CUST-1047,35,Two Year,Credit Card,63.16,2111.41,1,7,0,0,784.45,0.02857142857142857,60.32599999999999,1.0469780857341777,7,7.655584754773476,4.161379963558259,6.6662568019459485
CUST-1048,36,Month-to-Month,Credit Card,96.36,3158.26,5,27,0,1,134.71,0.1388888888888889,87.72944444444445,1.098376954398941,135,8.058093101942003,4.578415448679272,4.910520256093279
CUST-1049,50,Month-to-Month,Electronic Check,119.26,5889.36,0,15,0,1,153.44,0.0,117.7872,1.0125039053479497,15,8.681072395321141,4.789656065611423,5.039805671396036
CUST-1050,4,Two Year,Mailed Check,85.9,340.55,2,9,1,0,1143.07,0.5,85.1375,1.0089561004257819,18,5.833494081177858,4.464758032271346,7.042347358878973
CUST-1051,2,Month-to-Month,Electronic Check,25.05,45.56,2,14,0,1,14.04,1.0,22.78,1.0996488147497805,28,3.8407418034231826,3.260017768199376,2.7107133185216936
CUST-1052,6,Month-to-Month,Mailed Check,30.46,175.51,1,3,1,1,40.98,0.16666666666666666,29.251666666666665,1.04130818756766,3,5.1733775319921875,3.4487168976301317,3.7371933143924867
CUST-1053,54,One Year,Electronic Check,108.1,5616.16,3,25,0,1,73.78,0.05555555555555555,104.00296296296295,1.0393934645736589,75,8.633581477083126,4.692264892839025,4.314550469548967
CUST-1054,4,Two Year,Electronic Check,72.75,276.47,3,14,1,1,70.77,0.75,69.1175,1.052555430969002,42,5.625712819234279,4.300680995219929,4.273466561441981
CUST-1055,54,Month-to-Month,Electronic Check,102.48,5443.5,2,35,0,1,152.95,0.037037037037037035,100.80555555555556,1.0166106365389915,70,8.602361203786115,4.639378357317828,5.0366278743705095
CUST-1056,63,Month-to-Month,Mailed Check,105.66,6336.36,1,31,0,1,77.78,0.015873015873015872,100.57714285714285,1.0505369013124255,31,8.754217556925651,4.669646205172456,4.36665915754276
CUST-1057,18,Month-to-Month,Credit Card,112.77,1953.66,1,42,0,1,108.63,0.05555555555555555,108.53666666666668,1.039003716102085,42,7.577971544251361,4.734178866551625,4.697111059686448
CUST-1058,44,Month-to-Month,Credit Card,114.98,5158.42,6,37,1,1,178.74,0.13636363636363635,117.23681818181818,0.9807499195490093,222,8.548579449057131,4.7534177624482945,5.191511362230227
CUST-1059,34,One Year,Bank Transfer,75.48,2372.09,3,3,0,1,111.42,0.08823529411764706,69.76735294117647,1.081881378868424,9,7.77194818239166,4.337029268743146,4.722241857573929
CUST-1060,62,Month-to-Month,Mailed Check,54.1,3330.28,2,40,0,1,34.44,0.03225806451612903,53.7141935483871,1.0071825792425861,80,8.111111893502121,4.009149716158869,3.56784112573688
CUST-1061,14,Month-to-Month,Credit Card,116.19,1587.36,4,8,1,1,158.7,0.2857142857142857,113.38285714285713,1.0247580889023284,32,7.370457316366351,4.763796549270511,5.073297055220967
CUST-1062,48,Month-to-Month,Electronic Check,74.74,3392.94,0,34,0,1,53.88,0.0,70.68625,1.057348494226246,34,8.129746767382164,4.327306422473649,4.00514898341763
CUST-1063,15,One Year,Bank Transfer,26.43,400.07,0,27,0,1,23.22,0.0,26.671333333333333,0.9909515834728923,27,5.9941359756631405,3.311637304949512,3.1871787381249463
CUST-1064,62,Month-to-Month,Credit Card,84.28,5134.85,2,36,0,1,100.19,0.03225806451612903,82.82016129032259,1.0176266103196783,72,8.54400063933583,4.445939960417534,4.616999937741668
CUST-1065,40,Two Year,Electronic Check,78.77,3061.33,2,8,0,0,806.23,0.05,76.53325,1.0292258593487145,16,8.026931343108153,4.379147493923038,6.693608633859185
CUST-1066,53,Month-to-Month,Bank Transfer,109.58,5808.61,2,1,0,1,218.12,0.03773584905660377,109.59641509433962,0.9998502223423504,2,8.66726872194749,4.705739240909787,5.389619524954822
CUST-1067,24,Two Year,Credit Card,85.32,2089.34,0,2,0,0,907.87,0.0,87.05583333333334,0.9800606890214133,2,7.645082011153831,4.458061320949879,6.812202069648528
CUST-1068,26,Two Year,Credit Card,54.91,1493.19,2,43,1,0,634.92,0.07692307692307693,57.43038461538462,0.956114091307871,86,7.3093395329748,4.0237432550385535,6.4550727692648575
CUST-1069,60,Month-to-Month,Bank Transfer,116.62,6958.03,4,4,1,1,203.47,0.06666666666666667,115.96716666666666,1.0056294669611947,16,8.847795375799777,4.76745908903181,5.3204212654549625
CUST-1070,41,Month-to-Month,Electronic Check,100.16,4234.55,5,9,0,1,199.49,0.12195121951219512,103.28170731707317,0.969774828494173,45,8.35126846878363,4.616703421801764,5.3007643701910885
CUST-1071,29,Month-to-Month,Electronic Check,83.04,2167.74,1,27,0,1,94.91,0.034482758620689655,74.74965517241378,1.1109081347394063,27,7.68190163273353,4.4312928759767996,4.563410251739859
CUST-1072,15,Month-to-Month,Electronic Check,49.29,724.22,2,14,1,1,89.27,0.13333333333333333,48.281333333333336,1.0208914418270691,28,6.58647505709942,3.9178062501838733,4.502805179310063
CUST-1073,45,Month-to-Month,Bank Transfer,57.35,2405.77,0,13,1,0,699.09,0.0,53.461555555555556,1.0727334699493303,13,7.786040878585115,4.066459358732565,6.551208898207379
CUST-1074,65,Month-to-Month,Electronic Check,87.0,5169.4,1,22,1,1,66.06,0.015384615384615385,79.52923076923076,1.0939374008589005,22,8.550705333948686,4.477336814478207,4.205587741038083
CUST-1075,71,Month-to-Month,Credit Card,27.2,1892.18,0,12,0,1,33.16,0.0,26.65042253521127,1.020621716749992,12,7.546013233852058,3.339321977944068,3.531055368920369
CUST-1076,9,Two Year,Electronic Check,45.67,415.97,1,15,1,0,606.2,0.1111111111111111,46.21888888888889,0.9881241435680458,15,6.033014276764776,3.8431015599617244,6.408858226081421
CUST-1077,1,Month-to-Month,Electronic Check,91.39,87.9,4,29,1,1,130.79,4.0,87.9,1.0397042093287827,116,4.487512142519859,4.526018747682654,4.881209746655798
CUST-1078,8,Two Year,Mailed Check,68.0,544.28,2,39,0,0,817.93,0.25,68.035,0.9994855589035055,78,6.301299424200896,4.23410650459726,6.7079986101148235
CUST-1079,63,Month-to-Month,Bank Transfer,60.24,3694.39,3,7,0,1,48.56,0.047619047619047616,58.64111111111111,1.0272656649676943,21,8.214841375850389,4.114800570789483,3.9031840567609417
CUST-1080,11,Two Year,Electronic Check,35.15,373.33,4,16,0,0,429.98,0.36363636363636365,33.93909090909091,1.0356788899900893,64,5.925137761311185,3.5876769486047735,6.066061685314765
CUST-1081,8,One Year,Mailed Check,64.18,484.45,2,29,0,1,35.68,0.25,60.55625,1.059841056868614,58,6.185076295816154,4.177152673409416,3.602231647388264
CUST-1082,35,Month-to-Month,Mailed Check,97.07,3252.68,1,16,1,1,165.93,0.02857142857142857,92.93371428571429,1.044507913474427,16,8.087541942439243,4.585681509404229,5.117574562867297
CUST-1083,35,One Year,Electronic Check,46.4,1546.81,2,34,1,1,25.05,0.05714285714285714,44.19457142857143,1.0499027029822667,68,7.344596307598535,3.858622228701031,3.260017768199376
CUST-1084,33,Month-to-Month,Electronic Check,20.54,675.74,4,0,1,1,30.51,0.12121212121212122,20.476969696969697,1.003078106964217,0,6.517287151879881,3.0699116717282426,3.4503049557691834
CUST-1085,5,Month-to-Month,Credit Card,86.85,398.38,2,23,1,1,53.69,0.4,79.676,1.0900396606255334,46,5.989913344615245,4.4756308146331065,4.001680877358681
CUST-1086,41,Two Year,Mailed Check,117.26,4393.7,3,24,0,1,102.82,0.07317073170731707,107.16341463414633,1.0942167193936774,72,8.388154548403834,4.772885590392684,4.642658630399083
CUST-1087,28,Month-to-Month,Electronic Check,80.68,2256.79,1,1,0,1,127.71,0.03571428571428571,80.59964285714285,1.0009969913018049,1,7.722141737727373,4.402809173856411,4.857561811661286
CUST-1088,7,Month-to-Month,Credit Card,31.99,219.89,2,24,1,1,29.45,0.2857142857142857,31.412857142857142,1.018372822775024,48,5.397664840048735,3.49620448524049,3.416085994155906
CUST-1089,12,One Year,Credit Card,52.07,602.68,0,13,0,0,673.43,0.0,50.22333333333333,1.0367690980288047,13,6.403044256216,3.9716117968398037,6.513867889684027
CUST-1090,34,Two Year,Bank Transfer,106.76,3349.86,5,38,0,0,1132.53,0.14705882352941177,98.52529411764706,1.0835796122823043,190,8.116972308291002,4.679906532102109,7.033091936293421
CUST-1091,33,One Year,Mailed Check,43.26,1372.84,2,32,0,0,595.52,0.06060606060606061,41.60121212121212,1.0398735468080766,64,7.225365017675607,3.7900813346229034,6.3911127698945815
CUST-1092,48,Month-to-Month,Credit Card,80.77,3948.53,2,16,0,1,138.65,0.041666666666666664,82.26104166666667,0.9818742671323251,32,8.28135186347384,4.4039104281738854,4.939139292391186
CUST-1093,23,One Year,Credit Card,60.27,1432.57,5,30,1,1,36.04,0.21739130434782608,62.28565217391304,0.9676385796156558,150,7.2679231156624216,4.115290326737563,3.6119984097779785
CUST-1094,62,Month-to-Month,Bank Transfer,40.78,2541.98,0,9,0,1,28.15,0.0,40.99967741935484,0.9946419720060741,9,7.841091900664492,3.7324177561284198,3.3724549127965013
CUST-1095,37,One Year,Mailed Check,101.34,3408.32,3,5,0,1,68.81,0.08108108108108109,92.11675675675676,1.1001255750633743,15,8.134268136902312,4.628300603376946,4.24577726598231
CUST-1096,44,Two Year,Mailed Check,94.28,4150.65,0,38,1,0,1260.92,0.0,94.33295454545454,0.9994386421403877,38,8.331261124568085,4.556819925047044,7.140389649649681
CUST-1097,35,One Year,Bank Transfer,86.16,2823.05,2,24,1,0,1040.3,0.05714285714285714,80.65857142857143,1.0682063725403375,48,7.945927303838831,4.467745510076419,6.94822521153585
CUST-1098,65,Two Year,Electronic Check,43.63,2686.46,5,37,1,0,548.92,0.07692307692307693,41.33015384615385,1.0556457196459281,185,7.896351788604225,3.7984062786411785,6.309772813101524
CUST-1099,47,Month-to-Month,Mailed Check,29.79,1301.25,0,36,0,1,59.17,0.0,27.68617021276596,1.0759884726224782,36,7.1718488166253005,3.427189961936409,4.09717388923226
CUST-1100,3,One Year,Credit Card,77.62,236.67,0,29,1,1,83.49,0.0,78.89,0.9839016351882368,29,5.470883156893275,4.364626119993714,4.436633184164753
CUST-1101,1,Two Year,Bank Transfer,75.37,75.17,2,33,1,1,109.03,2.0,75.17,1.0026606358919783,66,4.3329676843846965,4.335589948900293,4.700753055881822
CUST-1102,5,Month-to-Month,Mailed Check,38.84,192.6,1,17,0,1,64.81,0.2,38.519999999999996,1.0083073727933543,17,5.265794174842477,3.6848714327163976,4.186771802468027
CUST-1103,14,Two Year,Bank Transfer,25.62,358.75,5,23,1,1,27.9,0.35714285714285715,25.625,0.9998048780487805,115,5.885409345767477,3.2816628129669656,3.3638415951183864
CUST-1104,27,Month-to-Month,Electronic Check,28.07,709.02,3,26,0,1,20.85,0.1111111111111111,26.259999999999998,1.068926123381569,78,6.565293138652707,3.3697067145707846,3.084200921541599
CUST-1105,9,One Year,Mailed Check,119.28,1037.77,1,26,1,1,137.25,0.1111111111111111,115.30777777777777,1.0344488663191267,26,6.945792599895254,4.789822358120328,4.929063640402444
CUST-1106,15,Two Year,Bank Transfer,98.36,1468.01,2,38,0,1,163.06,0.13333333333333333,97.86733333333333,1.0050340256537762,76,7.292343983502647,4.598749618185169,5.1002322145746035
CUST-1107,42,One Year,Electronic Check,112.2,4691.14,0,20,0,0,1442.63,0.0,111.69380952380953,1.0045319474584002,20,8.453644047350387,4.729156165769083,7.2749160539325874
CUST-1108,51,Month-to-Month,Electronic Check,39.51,2052.85,1,18,0,1,33.42,0.0196078431372549,40.251960784313724,0.9815670896558443,18,7.627471359584226,3.701548857214599,3.5386377907833935
CUST-1109,63,One Year,Credit Card,116.06,6895.49,5,38,0,1,88.49,0.07936507936507936,109.45222222222222,1.0603713441684348,190,8.838767865503648,4.7626866238630745,4.494126887194767
CUST-1110,52,Month-to-Month,Electronic Check,34.27,1809.75,0,22,0,1,64.46,0.0,34.80288461538461,0.9846884928857579,22,7.501496403075436,3.563032744247961,4.181439269073034
CUST-1111,4,Two Year,Electronic Check,70.91,274.0,1,38,1,1,40.13,0.25,68.5,1.0351824817518247,38,5.616771097666572,4.275415337114403,3.716737782242333
CUST-1112,23,Month-to-Month,Credit Card,102.97,2369.56,4,43,1,1,164.97,0.17391304347826086,103.02434782608695,0.9994724759026993,172,7.770881493137651,4.644102395989878,5.1118070491326275
CUST-1113,15,Month-to-Month,Bank Transfer,54.98,798.6,3,14,1,1,31.32,0.2,53.24,1.0326821938392186,42,6.684111602626245,4.0249944840873075,3.4756862336528944
CUST-1114,43,One Year,Bank Transfer,62.48,2800.26,5,42,0,1,109.77,0.11627906976744186,65.12232558139536,0.9594251962317782,210,7.9378245949436605,4.150724895658208,4.7074559795288415
CUST-1115,29,Month-to-Month,Credit Card,32.82,882.2,0,1,1,1,60.98,0.0,30.420689655172417,1.0788710043074132,1,6.783551675522831,3.5210523434704344,4.126811752359602
CUST-1116,36,One Year,Electronic Check,32.29,1163.89,1,34,0,0,399.2,0.027777777777777776,32.33027777777778,0.9987541778003075,34,7.0603819409410375,3.5052570515869337,5.991964422149633
CUST-1117,13,One Year,Bank Transfer,81.96,1051.07,3,19,1,1,50.07,0.23076923076923078,80.85153846153845,1.0137098385454824,57,6.958514931007927,4.418358563921272,3.9331972406595526
CUST-1118,32,Two Year,Mailed Check,87.55,2594.03,1,27,0,1,106.9,0.03125,81.0634375,1.0800183498263318,27,7.8613533562268065,4.4835673642288425,4.681204872264089
CUST-1119,71,One Year,Credit Card,97.73,6313.65,3,14,0,1,92.62,0.04225352112676056,88.92464788732394,1.099020376485868,42,8.750627609654032,4.592388851623358,4.539244035871924
CUST-1120,59,Month-to-Month,Mailed Check,75.67,4553.25,0,15,1,1,85.18,0.0,77.17372881355932,0.9805150167462802,15,8.423816141910939,4.339510497570803,4.456438132187692
CUST-1121,28,Month-to-Month,Bank Transfer,84.58,2187.35,1,32,1,1,126.66,0.03571428571428571,78.11964285714285,1.0826982421651772,32,7.690903114186014,4.449451610988671,4.849370479827911
CUST-1122,66,Month-to-Month,Mailed Check,21.35,1307.61,0,11,1,1,17.39,0.0,19.812272727272727,1.0776148851721845,11,7.176720784160987,3.106826321059578,2.91180703861623
CUST-1123,42,Month-to-Month,Mailed Check,36.22,1592.38,2,38,1,1,37.5,0.047619047619047616,37.913809523809526,0.9553247340458935,76,7.373612825091415,3.616846251214105,3.6506582412937387
CUST-1124,45,Month-to-Month,Bank Transfer,118.49,5372.52,4,38,0,1,198.33,0.08888888888888889,119.38933333333334,0.992467222085725,152,8.589238466243204,4.7832326858616625,5.2949617427346745
CUST-1125,62,One Year,Bank Transfer,27.6,1604.37,1,42,1,0,287.35,0.016129032258064516,25.876935483870966,1.066586884571514,42,7.381109538591268,3.353406717825807,5.664175020061422
CUST-1126,57,One Year,Bank Transfer,87.88,4952.27,2,19,0,1,86.95,0.03508771929824561,86.88192982456141,1.0114876612139483,38,8.507803243519207,4.487287145331375,4.476768471183568
CUST-1127,6,Month-to-Month,Mailed Check,37.61,221.17,1,28,0,1,56.28,0.16666666666666666,36.861666666666665,1.020301125830809,28,5.403442854589036,3.653511310276145,4.04795152265239
CUST-1128,28,Two Year,Mailed Check,91.67,2635.22,1,42,0,0,1028.49,0.03571428571428571,94.115,0.9740211443446848,42,7.87710135192738,4.5290447955986,6.936818812967536
CUST-1129,28,Two Year,Bank Transfer,90.6,2560.64,3,2,0,1,125.82,0.10714285714285714,91.45142857142856,0.9906898275431142,6,7.848402957361008,4.517431271680085,4.842768758271886
CUST-1130,44,Two Year,Credit Card,43.42,1957.78,1,4,1,0,452.19,0.022727272727272728,44.495,0.9758399820204519,4,7.58007710944318,3.7936898184662815,6.116311463597081
CUST-1131,30,One Year,Bank Transfer,46.96,1312.62,0,1,0,0,641.29,0.0,43.754,1.0732733007267907,1,7.180541963917217,3.8703673301593136,6.465039915093817
CUST-1132,62,Month-to-Month,Credit Card,85.48,5278.74,1,22,0,1,145.68,0.016129032258064516,85.14096774193548,1.003982010858652,22,8.571632133063616,4.4599131733309525,4.988253343203126
CUST-1133,62,Month-to-Month,Credit Card,59.01,3314.84,4,25,0,1,102.32,0.06451612903225806,53.465161290322584,1.103709379638233,100,8.106466264186368,4.094511215001422,4.6378309682276395
CUST-1134,1,Month-to-Month,Mailed Check,39.45,35.91,3,25,0,1,61.01,3.0,35.91,1.0985797827903092,75,3.608482517041907,3.700066643504501,4.127295662361787
CUST-1135,27,Month-to-Month,Bank Transfer,93.17,2533.27,1,6,1,1,57.29,0.037037037037037035,93.82481481481481,0.9930208781535328,6,7.837660906112595,4.545101659521972,4.0654305520574585
CUST-1136,62,Two Year,Credit Card,35.41,1983.92,1,9,1,0,373.57,0.016129032258064516,31.998709677419356,1.1066071212548891,9,7.59333389004213,3.594843462187342,5.925778701378526
CUST-1137,3,Two Year,Bank Transfer,105.56,312.55,2,4,0,1,182.78,0.6666666666666666,104.18333333333334,1.0132138857782755,8,5.74795883698903,4.668708206792079,5.213739390072739
CUST-1138,70,Month-to-Month,Credit Card,71.47,5133.28,0,11,0,1,77.51,0.0,73.33257142857143,0.9746010348159462,11,8.543694898315563,4.28317268312119,4.363226005210164
CUST-1139,27,Month-to-Month,Bank Transfer,30.57,789.89,1,31,0,1,24.36,0.037037037037037035,29.255185185185184,1.0449429667422048,31,6.673158893621945,3.4522073025699003,3.233173129569025
CUST-1140,9,Two Year,Mailed Check,89.41,729.63,4,41,1,1,123.51,0.4444444444444444,81.07,1.102874059454792,164,6.593907175658861,4.504354880749275,4.824386033964322
CUST-1141,62,Month-to-Month,Electronic Check,71.92,4490.6,1,30,0,1,125.1,0.016129032258064516,72.42903225806452,0.9929719859261568,30,8.409964264698385,4.289362949810462,4.837075242970874
CUST-1142,37,Month-to-Month,Mailed Check,49.81,1915.68,3,21,0,1,28.56,0.08108108108108109,51.77513513513514,0.9620448091539296,63,7.558349801620829,3.9280931856056407,3.386422096080001
CUST-1143,51,Two Year,Credit Card,62.25,3198.8,5,16,1,0,700.6,0.09803921568627451,62.721568627450985,0.9924815555833437,80,8.070843586834611,4.1470951276076295,6.553363441057973
CUST-1144,44,Month-to-Month,Bank Transfer,49.83,2163.51,2,19,0,1,72.99,0.045454545454545456,49.170681818181826,1.013408766310301,38,7.679949286875983,3.928486731458811,4.303929948937459
CUST-1145,24,Month-to-Month,Mailed Check,46.3,1038.42,1,19,1,1,64.98,0.041666666666666664,43.267500000000005,1.0700872479343617,19,6.946418144259529,3.856510295497887,4.1893516658004355
